pH,Cond,Turb,SS,class
7.96,420,4.6,4.9,0
8.74,360,4.6,4.9,0
8.19,212,4.6,4.9,0
8.54,306,4.5,4.9,0
8.54,306,4.5,4.9,0
9.07,236,4.3,4.9,0
8.17,401,4,4.9,0
8.3,577,3.9,4.9,0
8.1,602,3.8,4.9,0
8.3,492,3.8,4.9,0
8.63,301,3.8,4.9,0
8.52,447,3.7,4.9,0
8.64,303,3.7,4.9,0
8,605,3.5,4.9,0
9,229,3.5,4.9,0
8,528,3.3,4.9,0
7.7,387,3.2,4.9,0
8.4,230,3.2,4.9,0
7.46,128,3.2,4.9,0
9.08,247,3.1,4.9,0
9.08,247,3.1,4.9,0
8.46,396,2.9,4.9,0
8.46,396,2.9,4.9,0
9.4,571,2.7,4.9,0
8.5,1360,2.6,4.9,0
8.86,276,2.6,4.9,0
8.86,276,2.6,4.9,0
8.6,172,2.6,4.9,0
9.5,172,2.4,4.9,0
8.82,306,2.3,4.9,0
8.47,367,2,4.9,0
7.9,79,1.5,4.9,0
9.19,91,8.4,4.8,0
7.62,217,7,4.8,0
8.3,170,7,4.8,0
8.57,324,6.1,4.8,0
8.2,452,5.9,4.8,0
7.83,237,5.8,4.8,0
8.61,434,5.7,4.8,0
8.61,434,5.7,4.8,0
8.5,290,5.5,4.8,0
8.67,228,5.4,4.8,0
7.63,223,5.4,4.8,0
7.7,195,5.4,4.8,0
8.39,438,5.3,4.8,0
8.39,438,5.3,4.8,0
8.3,409,5.2,4.8,0
8.18,450,5,4.8,0
8.18,450,5,4.8,0
8.48,378,4.8,4.8,0
8.3,340,4.8,4.8,0
8.82,336,4.8,4.8,0
8.27,320,4.7,4.8,0
9,292,4.7,4.8,0
8.8,290,4.7,4.8,0
8.22,213,4.7,4.8,0
8.3,739,4.6,4.8,0
8.41,430,4.6,4.8,0
8.5,242,4.6,4.8,0
8.9,232,4.6,4.8,0
8.92,212,4.6,4.8,0
8.55,1080,4.5,4.8,0
8.58,317,4.5,4.8,0
8.44,282,4.5,4.8,0
8.92,214,4.5,4.8,0
8.33,339,4.4,4.8,0
7.99,320,4.4,4.8,0
8.34,296,4.4,4.8,0
8.22,283,4.4,4.8,0
8.22,283,4.4,4.8,0
8.9,1460,4.3,4.8,0
8.38,420,4.3,4.8,0
8.2,2000,4.2,4.8,0
8.32,716,4.2,4.8,0
8.26,584,4.2,4.8,0
8.56,386,4.2,4.8,0
9.06,295,4.2,4.8,0
8.86,283,4.1,4.8,0
8.86,283,4.1,4.8,0
7.71,368,4,4.8,0
9.06,270,4,4.8,0
9.06,270,4,4.8,0
7.95,362,3.9,4.8,0
8.5,923,3.8,4.8,0
8.72,747,3.8,4.8,0
8.13,585,3.8,4.8,0
8.49,499,3.8,4.8,0
8.39,409,3.8,4.8,0
8.94,216,3.8,4.8,0
8.94,216,3.8,4.8,0
8.12,469,3.7,4.8,0
8.88,318,3.7,4.8,0
7.3,740,3.6,4.8,0
8.86,362,3.6,4.8,0
8.08,218,3.5,4.8,0
7.9,679,3.4,4.8,0
8.04,584,3.4,4.8,0
8.39,291,3.4,4.8,0
8.55,275,3.4,4.8,0
8.73,260,3.4,4.8,0
9.1,220,3.2,4.8,0
8.24,360,3.1,4.8,0
8.7,256,3.1,4.8,0
8.6,424,3,4.8,0
8.6,290,3,4.8,0
8.38,232,3,4.8,0
8.6,376,2.9,4.8,0
8.7,372,2.9,4.8,0
8.6,256,2.8,4.8,0
8.7,1060,2.7,4.8,0
8.1,641,2.6,4.8,0
8.48,364,2.6,4.8,0
8.87,269,2.6,4.8,0
9.14,214,2.6,4.8,0
9.14,214,2.6,4.8,0
8.58,346,2.5,4.8,0
8.91,287,2.5,4.8,0
8.45,270,2.5,4.8,0
8.67,257,2.5,4.8,0
8.66,254,2.5,4.8,0
8.16,595,2.4,4.8,0
8.52,365,2.4,4.8,0
8.23,213,2.4,4.8,0
8.4,384,2.3,4.8,0
8.9,236,2.3,4.8,0
8.4,396,1.9,4.8,0
9.36,164,1.8,4.8,0
8.94,286,1.6,4.8,0
8.14,206,1.6,4.8,0
9.64,432,16,4.7,0
7.49,160,13,4.7,0
8,186,10,4.7,0
8,215,8.1,4.7,0
8.47,371,7.7,4.7,0
8.2,402,6.6,4.7,0
7.88,161,6.6,4.7,0
8.76,243,6.5,4.7,0
8.59,431,5.9,4.7,0
8.59,431,5.9,4.7,0
8.38,356,5.8,4.7,0
8.55,425,5.7,4.7,0
8.55,425,5.7,4.7,0
8.3,276,5.7,4.7,0
8.22,258,5.3,4.7,0
8.1,282,5.2,4.7,0
8.6,297,5.1,4.7,0
8.26,478,4.9,4.7,0
8.1,433,4.8,4.7,0
8.44,342,4.8,4.7,0
8.24,259,4.8,4.7,0
8,612,4.7,4.7,0
8.3,384,4.7,4.7,0
8.25,373,4.7,4.7,0
8.96,275,4.7,4.7,0
8.96,275,4.7,4.7,0
8.84,273,4.7,4.7,0
8.65,186,4.7,4.7,0
7.8,653,4.6,4.7,0
8.18,275,4.6,4.7,0
8.32,482,4.5,4.7,0
8.75,420,4.5,4.7,0
8.55,345,4.5,4.7,0
8.78,328,4.5,4.7,0
8.51,441,4.4,4.7,0
9.1,215,4.4,4.7,0
8.47,302,4.3,4.7,0
8.18,270,4.3,4.7,0
8.18,485,4.2,4.7,0
8.1,293,4.2,4.7,0
8.61,260,4.2,4.7,0
8.61,260,4.2,4.7,0
8.62,240,4.2,4.7,0
8.62,240,4.2,4.7,0
8.4,337,4.1,4.7,0
8.9,236,4,4.7,0
8.6,1050,3.9,4.7,0
8.35,352,3.9,4.7,0
8.51,295,3.9,4.7,0
8.51,295,3.9,4.7,0
8.9,249,3.9,4.7,0
8.19,234,3.9,4.7,0
8.19,234,3.9,4.7,0
8.35,584,3.8,4.7,0
8.37,580,3.8,4.7,0
8.8,227,3.8,4.7,0
8.42,279,3.7,4.7,0
8.62,1740,3.6,4.7,0
8.62,1740,3.6,4.7,0
8.9,844,3.6,4.7,0
8.2,630,3.6,4.7,0
8.32,540,3.6,4.7,0
8.76,350,3.5,4.7,0
8.76,350,3.5,4.7,0
8.1,347,3.5,4.7,0
7.4,291,3.5,4.7,0
8.3,708,3.4,4.7,0
8.86,669,3.4,4.7,0
7.8,586,3.4,4.7,0
8.3,464,3.4,4.7,0
8.16,382,3.4,4.7,0
8.19,538,3.2,4.7,0
8.6,628,3.1,4.7,0
8.82,306,3,4.7,0
9.01,209,3,4.7,0
8.96,264,2.9,4.7,0
8.94,209,2.9,4.7,0
8.6,207,2.9,4.7,0
8.3,958,2.7,4.7,0
8.7,421,2.6,4.7,0
8.6,361,2.6,4.7,0
8.8,233,2.6,4.7,0
8.7,1230,2.4,4.7,0
8.58,379,2.4,4.7,0
8.96,285,2.4,4.7,0
8.7,327,2.3,4.7,0
8.9,228,2.3,4.7,0
7.9,342,2.2,4.7,0
8.69,2550,2,4.7,0
10.32,202,15,4.6,0
7.9,178,9.8,4.6,0
7.69,255,9.6,4.6,0
8.21,283,6.6,4.6,0
8.6,357,6.2,4.6,0
8.1,428,6,4.6,0
8.58,463,5.8,4.6,0
8.38,266,5.6,4.6,0
9.13,227,5.6,4.6,0
8.64,252,5.5,4.6,0
8.44,286,5.4,4.6,0
8.3,274,5.4,4.6,0
7.79,198,5.3,4.6,0
8.73,218,5.2,4.6,0
8.54,283,5.1,4.6,0
8.64,389,5,4.6,0
8.5,358,5,4.6,0
8.27,292,5,4.6,0
8.27,292,5,4.6,0
8.8,335,4.9,4.6,0
8.59,330,4.9,4.6,0
8.26,302,4.9,4.6,0
8.57,397,4.8,4.6,0
8.84,331,4.7,4.6,0
8.4,316,4.7,4.6,0
8.8,302,4.7,4.6,0
8,282,4.7,4.6,0
8.8,1300,4.6,4.6,0
9.08,292,4.6,4.6,0
8.92,226,4.6,4.6,0
8.09,636,4.5,4.6,0
8.39,319,4.5,4.6,0
8.39,319,4.5,4.6,0
9,1520,4.4,4.6,0
8.73,451,4.4,4.6,0
8.73,451,4.4,4.6,0
8.22,363,4.4,4.6,0
8.04,277,4.4,4.6,0
9.3,201,4.4,4.6,0
8.4,304,4.3,4.6,0
8.66,386,4.2,4.6,0
8.26,322,4.2,4.6,0
8.46,305,4.2,4.6,0
8.46,305,4.2,4.6,0
8.4,387,4.1,4.6,0
8.83,379,4.1,4.6,0
8.77,307,4.1,4.6,0
8.13,513,4,4.6,0
8.13,513,4,4.6,0
8.4,420,4,4.6,0
9.76,390,4,4.6,0
8.66,334,4,4.6,0
8.86,229,4,4.6,0
8.86,229,4,4.6,0
8.3,376,3.9,4.6,0
8.3,360,3.9,4.6,0
8.58,332,3.9,4.6,0
8.58,332,3.9,4.6,0
8.64,390,3.8,4.6,0
8.54,281,3.8,4.6,0
8.17,602,3.7,4.6,0
8.26,360,3.7,4.6,0
8.78,283,3.7,4.6,0
8.28,272,3.7,4.6,0
8.28,272,3.7,4.6,0
8.74,266,3.7,4.6,0
8.58,248,3.7,4.6,0
9.02,247,3.7,4.6,0
8.08,237,3.7,4.6,0
9.14,226,3.7,4.6,0
8.73,332,3.6,4.6,0
8,296,3.6,4.6,0
8,245,3.6,4.6,0
8.44,419,3.5,4.6,0
8.2,274,3.5,4.6,0
8.5,264,3.5,4.6,0
7.68,211,3.5,4.6,0
7.68,211,3.5,4.6,0
8.14,566,3.4,4.6,0
8.09,525,3.4,4.6,0
8.36,408,3.4,4.6,0
8.76,326,3.4,4.6,0
7.55,203,3.3,4.6,0
9,202,3.3,4.6,0
9,202,3.3,4.6,0
9.33,138,3.3,4.6,0
8.6,366,3.1,4.6,0
8.55,308,3.1,4.6,0
8.55,308,3.1,4.6,0
7.88,245,3.1,4.6,0
7.65,513,3,4.6,0
8.57,399,3,4.6,0
8.93,287,3,4.6,0
8.67,285,3,4.6,0
8.38,490,2.9,4.6,0
8.2,962,2.7,4.6,0
8.38,464,2.7,4.6,0
8.97,296,2.7,4.6,0
8.78,287,2.7,4.6,0
8.68,352,2.6,4.6,0
8.58,486,2.5,4.6,0
7.95,960,2.4,4.6,0
8.29,340,2.4,4.6,0
8.71,253,2.4,4.6,0
8.61,664,2.2,4.6,0
8.56,308,2.2,4.6,0
8.4,293,2.2,4.6,0
8.52,312,2,4.6,0
8.46,262,2,4.6,0
8.88,227,1.9,4.6,0
8.83,242,1.8,4.6,0
9.27,179,1.8,4.6,0
9.27,179,1.8,4.6,0
8.82,353,1.7,4.6,0
8.84,268,1.4,4.6,0
8.84,208,1.2,4.6,0
8.84,208,1.2,4.6,0
8.15,372,0.3,4.6,0
8.7,1260,14,4.5,0
8.06,227,8.2,4.5,0
8.28,319,7,4.5,0
8.36,467,6,4.5,0
8.12,430,6,4.5,0
8.33,286,5.7,4.5,0
7.55,252,5.5,4.5,0
8.19,404,5.3,4.5,0
8.34,257,5.3,4.5,0
8.34,257,5.3,4.5,0
8.46,244,5.3,4.5,0
8.5,182,5.3,4.5,0
8.58,246,5.2,4.5,0
8.46,427,5,4.5,0
8.46,427,5,4.5,0
8.6,305,5,4.5,0
8.58,490,4.9,4.5,0
8.26,341,4.8,4.5,0
8.13,340,4.7,4.5,0
8.86,253,4.6,4.5,0
8.79,243,4.6,4.5,0
8.9,235,4.6,4.5,0
8.94,221,4.6,4.5,0
8.2,360,4.5,4.5,0
8.66,357,4.5,4.5,0
9.08,354,4.5,4.5,0
8.24,258,4.5,4.5,0
8.98,243,4.5,4.5,0
8.38,1800,4.3,4.5,0
8.16,581,4.3,4.5,0
8.16,356,4.3,4.5,0
8.56,348,4.3,4.5,0
9.04,210,4.3,4.5,0
8.96,210,4.3,4.5,0
8.16,523,4.2,4.5,0
8.9,372,4.2,4.5,0
9.09,258,4.2,4.5,0
8.52,249,4.2,4.5,0
8.4,361,4.1,4.5,0
8.92,238,4.1,4.5,0
8.06,474,4,4.5,0
8.06,474,4,4.5,0
9.1,287,4,4.5,0
8.68,930,3.9,4.5,0
8.5,440,3.9,4.5,0
8.36,416,3.9,4.5,0
8.36,416,3.9,4.5,0
9.04,316,3.9,4.5,0
8.88,301,3.8,4.5,0
7.4,461,3.7,4.5,0
10.06,357,3.7,4.5,0
10.06,357,3.7,4.5,0
9.03,276,3.7,4.5,0
8.42,605,3.6,4.5,0
8.9,160,3.6,4.5,0
8.9,160,3.6,4.5,0
8.4,414,3.5,4.5,0
8.56,271,3.5,4.5,0
8.88,269,3.5,4.5,0
8.1,568,3.4,4.5,0
8.4,382,3.4,4.5,0
8.3,783,3.2,4.5,0
8.56,566,3.2,4.5,0
8.7,313,3,4.5,0
8.52,369,2.9,4.5,0
8.6,350,2.9,4.5,0
8.73,260,2.9,4.5,0
8.69,423,2.7,4.5,0
8.7,255,2.7,4.5,0
8.26,361,2.6,4.5,0
8.54,372,2.3,4.5,0
8.54,308,2.3,4.5,0
8.4,357,2.2,4.5,0
8.9,280,2.2,4.5,0
8.9,280,2.2,4.5,0
8.2,1060,1.9,4.5,0
8.55,376,1.8,4.5,0
8.87,244,1.8,4.5,0
8.62,353,0.35,4.5,0
8.1,342,9.4,4.4,0
8.15,283,6.6,4.4,0
8.55,431,6.3,4.4,0
8.55,431,6.3,4.4,0
7.9,238,6.2,4.4,0
8.52,451,6.1,4.4,0
8.13,239,6.1,4.4,0
8.64,451,6,4.4,0
8.34,388,6,4.4,0
7.6,295,5.9,4.4,0
8.1,267,5.8,4.4,0
7.5,247,5.8,4.4,0
7.76,470,5.6,4.4,0
8.2,454,5.4,4.4,0
8.44,285,5.4,4.4,0
8.3,275,5.4,4.4,0
8.8,314,5.3,4.4,0
8.48,261,5.1,4.4,0
8.3,518,5,4.4,0
8.54,406,4.9,4.4,0
8.34,299,4.9,4.4,0
8.1,447,4.8,4.4,0
8.14,338,4.6,4.4,0
9.05,248,4.6,4.4,0
8.3,422,4.5,4.4,0
8.3,348,4.5,4.4,0
8.13,330,4.5,4.4,0
9.04,298,4.5,4.4,0
8.91,289,4.5,4.4,0
9,247,4.5,4.4,0
8.6,1390,4.4,4.4,0
7.94,254,4.4,4.4,0
8.5,224,4.4,4.4,0
7.76,207,4.4,4.4,0
7.76,207,4.4,4.4,0
8.08,468,4.3,4.4,0
8.66,364,4.3,4.4,0
8.2,284,4.3,4.4,0
7.42,118,4.3,4.4,0
7.42,118,4.3,4.4,0
9.04,243,4.2,4.4,0
9.08,238,4.2,4.4,0
8.94,218,4.2,4.4,0
8.94,218,4.2,4.4,0
8.5,267,4.1,4.4,0
9.2,202,4.1,4.4,0
8.7,454,4,4.4,0
8.5,291,4,4.4,0
8.21,226,4,4.4,0
8.43,405,3.9,4.4,0
8.3,320,3.9,4.4,0
8.8,307,3.9,4.4,0
8.02,292,3.9,4.4,0
8.52,255,3.9,4.4,0
8.52,255,3.9,4.4,0
8.56,229,3.9,4.4,0
8.32,407,3.8,4.4,0
8.53,353,3.8,4.4,0
8.62,306,3.8,4.4,0
8.23,272,3.7,4.4,0
8.8,264,3.7,4.4,0
9.1,218,3.7,4.4,0
8.61,246,3.6,4.4,0
7.14,97,3.6,4.4,0
8.9,344,3.5,4.4,0
8.86,197,3.5,4.4,0
8.36,468,3.4,4.4,0
8.34,458,3.4,4.4,0
8.21,402,3.4,4.4,0
8.7,342,3.4,4.4,0
8.46,295,3.4,4.4,0
8.46,295,3.4,4.4,0
8.6,3620,3.3,4.4,0
8.1,589,3.3,4.4,0
8.4,220,3.3,4.4,0
8.68,376,3.2,4.4,0
8.68,376,3.2,4.4,0
8.76,283,3.2,4.4,0
8.76,283,3.2,4.4,0
8.48,272,3.2,4.4,0
8,428,3.1,4.4,0
8,428,3.1,4.4,0
7.83,322,3.1,4.4,0
8.52,252,3.1,4.4,0
8.5,413,3,4.4,0
8.92,241,3,4.4,0
8.24,392,2.9,4.4,0
8.24,392,2.9,4.4,0
9.1,292,2.9,4.4,0
9,235,2.9,4.4,0
8.48,154,2.9,4.4,0
8.6,456,2.8,4.4,0
8.26,342,2.8,4.4,0
8.3,320,2.8,4.4,0
8.89,277,2.8,4.4,0
8.28,400,2.7,4.4,0
8.48,385,2.7,4.4,0
8.46,384,2.7,4.4,0
8.47,326,2.6,4.4,0
8.47,326,2.6,4.4,0
8.95,308,2.6,4.4,0
8.95,308,2.6,4.4,0
8.88,240,2.6,4.4,0
8.72,1310,2.4,4.4,0
8.38,362,2.4,4.4,0
8.71,302,2.4,4.4,0
8.15,598,2.3,4.4,0
8.39,307,2.3,4.4,0
8.98,304,2.3,4.4,0
8.98,304,2.3,4.4,0
8.83,262,2.3,4.4,0
7.2,647,2.2,4.4,0
8.34,446,2.2,4.4,0
8.34,446,2.2,4.4,0
8.68,434,2.2,4.4,0
8.65,268,2.2,4.4,0
8.1,255,2.2,4.4,0
8.97,184,2.1,4.4,0
8.5,398,1.9,4.4,0
8.5,393,1.9,4.4,0
7.72,314,1.8,4.4,0
8.51,310,1.7,4.4,0
8.51,310,1.7,4.4,0
8.5,331,1.5,4.4,0
8.76,388,1.4,4.4,0
8.28,214,1.4,4.4,0
8.28,214,1.4,4.4,0
8.78,281,1.1,4.4,0
8.12,504,7,4.3,0
8.46,213,6.4,4.3,0
7.5,139,5.9,4.3,0
8.3,395,5.6,4.3,0
8.86,614,5.5,4.3,0
8.32,479,5.4,4.3,0
8,495,5.2,4.3,0
8.5,409,5.2,4.3,0
8.3,377,5.2,4.3,0
8.28,322,5.2,4.3,0
8.55,418,5,4.3,0
8.55,418,5,4.3,0
8.5,235,5,4.3,0
8.63,388,4.8,4.3,0
8.18,276,4.6,4.3,0
8.32,318,4.5,4.3,0
9.09,269,4.5,4.3,0
7.88,442,4.4,4.3,0
8.58,339,4.4,4.3,0
7.98,270,4.4,4.3,0
8.4,237,4.4,4.3,0
8.96,222,4.4,4.3,0
8.78,365,4.3,4.3,0
8.3,713,4.2,4.3,0
8.14,262,4.2,4.3,0
8.53,345,4.1,4.3,0
8.9,304,4,4.3,0
8.47,662,3.9,4.3,0
8.47,662,3.9,4.3,0
8.6,397,3.9,4.3,0
8.56,379,3.9,4.3,0
8.52,319,3.9,4.3,0
8.4,460,3.8,4.3,0
8.65,374,3.8,4.3,0
8.1,262,3.8,4.3,0
8.56,384,3.7,4.3,0
8.48,375,3.7,4.3,0
8.35,281,3.6,4.3,0
8.64,238,3.6,4.3,0
8.64,238,3.6,4.3,0
8.08,576,3.5,4.3,0
7.71,447,3.5,4.3,0
7.71,447,3.5,4.3,0
8.94,308,3.5,4.3,0
8.27,403,3.4,4.3,0
8.28,265,3.4,4.3,0
9.05,264,3.4,4.3,0
7.92,377,3.2,4.3,0
7.92,377,3.2,4.3,0
8.75,254,3.2,4.3,0
8.14,227,3.2,4.3,0
8.3,2860,3.1,4.3,0
8.87,286,3.1,4.3,0
8.9,1550,3,4.3,0
8.58,646,3,4.3,0
8.6,310,3,4.3,0
7.9,545,2.9,4.3,0
8.96,337,2.9,4.3,0
8.8,221,2.9,4.3,0
8.3,288,2.8,4.3,0
8.44,284,2.8,4.3,0
8.51,320,2.7,4.3,0
8.51,320,2.7,4.3,0
8.4,888,2.6,4.3,0
8.02,360,2.6,4.3,0
8.02,360,2.6,4.3,0
8.19,220,2.4,4.3,0
8.5,370,2.2,4.3,0
8.36,312,2.2,4.3,0
8.44,308,2.2,4.3,0
8.84,188,2.1,4.3,0
8.8,244,2,4.3,0
9.08,205,1.9,4.3,0
9.33,186,1.9,4.3,0
9.04,224,1.7,4.3,0
7.82,254,12,4.2,0
7.97,193,9.1,4.2,0
7.6,217,8,4.2,0
8,214,8,4.2,0
8.56,462,6.5,4.2,0
8.34,300,6.3,4.2,0
8.34,300,6.3,4.2,0
8.2,291,5.6,4.2,0
7.81,200,5.6,4.2,0
8.32,718,5.5,4.2,0
8.2,348,5.5,4.2,0
8.8,243,5.3,4.2,0
8.29,314,5.2,4.2,0
8.29,314,5.2,4.2,0
7.76,235,5.2,4.2,0
8.76,247,5.1,4.2,0
8.61,310,5,4.2,0
8.61,310,5,4.2,0
8.1,437,4.9,4.2,0
8.2,360,4.8,4.2,0
8.8,523,4.7,4.2,0
8.56,413,4.7,4.2,0
9.08,272,4.7,4.2,0
9.08,272,4.7,4.2,0
8.2,257,4.7,4.2,0
8.57,387,4.6,4.2,0
8.3,250,4.6,4.2,0
8.58,402,4.5,4.2,0
8.48,369,4.5,4.2,0
8.48,369,4.5,4.2,0
8.56,298,4.5,4.2,0
8.42,281,4.5,4.2,0
8.2,400,4.3,4.2,0
8.67,334,4.3,4.2,0
8.72,310,4.3,4.2,0
7.94,275,4.3,4.2,0
8.1,505,4.2,4.2,0
7.95,256,4.2,4.2,0
8.46,379,4.1,4.2,0
8.37,302,4.1,4.2,0
8.64,305,4,4.2,0
8,285,4,4.2,0
8.4,777,3.9,4.2,0
8.9,234,3.9,4.2,0
8.72,367,3.8,4.2,0
8.3,341,3.8,4.2,0
8.22,288,3.7,4.2,0
8.34,380,3.6,4.2,0
8.16,376,3.6,4.2,0
8.4,342,3.6,4.2,0
8.73,331,3.6,4.2,0
8.59,306,3.6,4.2,0
8.59,306,3.6,4.2,0
9.08,226,3.6,4.2,0
7.71,199,3.6,4.2,0
8.42,411,3.5,4.2,0
8.58,302,3.5,4.2,0
8.7,248,3.5,4.2,0
8.45,357,3.4,4.2,0
8.47,339,3.4,4.2,0
8.47,339,3.4,4.2,0
8.6,328,3.4,4.2,0
8.36,276,3.4,4.2,0
8.74,444,3.3,4.2,0
8.15,325,3.3,4.2,0
8.54,307,3.3,4.2,0
8.54,307,3.3,4.2,0
8.36,262,3.3,4.2,0
8.86,256,3.3,4.2,0
8.1,451,3.2,4.2,0
9.15,289,3.2,4.2,0
8.4,253,3.1,4.2,0
9.04,213,3.1,4.2,0
8.28,359,3,4.2,0
8.24,274,3,4.2,0
7.81,235,3,4.2,0
8.22,442,2.9,4.2,0
8.53,374,2.9,4.2,0
8.84,300,2.9,4.2,0
8.12,234,2.8,4.2,0
7.88,236,2.7,4.2,0
8.22,484,2.6,4.2,0
8.15,288,2.6,4.2,0
8.44,1180,2.5,4.2,0
8.44,1180,2.5,4.2,0
8.8,340,2.5,4.2,0
8.47,302,2.5,4.2,0
8.99,252,2.5,4.2,0
8.8,230,2.5,4.2,0
8.82,258,2.4,4.2,0
8.2,531,2.3,4.2,0
8.32,339,2.3,4.2,0
8.37,310,2.2,4.2,0
8.59,288,2.2,4.2,0
9.18,251,2.2,4.2,0
9.18,251,2.2,4.2,0
8.62,367,2.1,4.2,0
8.84,304,2.1,4.2,0
9.1,597,2,4.2,0
8.54,374,2,4.2,0
8.71,345,1.9,4.2,0
8.29,298,1.7,4.2,0
8.29,298,1.7,4.2,0
8.72,268,1.5,4.2,0
8.72,268,1.5,4.2,0
8.5,396,1.3,4.2,0
8.92,236,1.3,4.2,0
8.86,241,1.1,4.2,0
8.82,324,1,4.2,0
8.4,281,13,4.1,0
8.1,347,10,4.1,0
8.54,700,8.9,4.1,0
8.12,229,7.3,4.1,0
7.18,73,7.2,4.1,0
8.71,299,7,4.1,0
8.71,314,6.4,4.1,0
8.28,402,5.7,4.1,0
8.26,740,5.4,4.1,0
8.3,313,5.3,4.1,0
8.2,331,5.2,4.1,0
8.07,248,5.2,4.1,0
8.8,1740,5,4.1,0
8.4,508,4.9,4.1,0
8.22,432,4.9,4.1,0
8.54,313,4.9,4.1,0
8.48,343,4.8,4.1,0
8.6,312,4.8,4.1,0
8.66,236,4.8,4.1,0
8.58,415,4.7,4.1,0
9.05,312,4.7,4.1,0
8.9,302,4.7,4.1,0
8.26,330,4.6,4.1,0
8.36,326,4.5,4.1,0
8.83,320,4.5,4.1,0
8.55,289,4.5,4.1,0
8.35,455,4.4,4.1,0
8.42,368,4.4,4.1,0
8.5,324,4.3,4.1,0
8.38,408,4.2,4.1,0
7.98,250,4.2,4.1,0
8.25,316,4.1,4.1,0
8.76,230,4,4.1,0
8.62,302,3.9,4.1,0
8.86,264,3.9,4.1,0
9.03,604,3.8,4.1,0
8.29,365,3.8,4.1,0
9.38,281,3.8,4.1,0
8.4,347,3.7,4.1,0
8.07,298,3.7,4.1,0
8.4,350,3.6,4.1,0
8.57,232,3.6,4.1,0
8.2,465,3.4,4.1,0
8.32,366,3.4,4.1,0
8.58,214,3.4,4.1,0
9.02,212,3.4,4.1,0
8.88,194,3.4,4.1,0
8.26,464,3.3,4.1,0
9.02,350,3.3,4.1,0
7.76,236,3.3,4.1,0
7.78,113,3.3,4.1,0
8.47,409,3.2,4.1,0
8.4,383,3.2,4.1,0
8.32,377,3.2,4.1,0
8.46,256,3.2,4.1,0
8.6,219,3.2,4.1,0
8.62,334,3.1,4.1,0
8.3,334,3.1,4.1,0
8.14,538,3,4.1,0
8.36,280,3,4.1,0
8.8,246,3,4.1,0
8.18,391,2.8,4.1,0
8.23,305,2.8,4.1,0
8.17,273,2.7,4.1,0
8.91,304,2.6,4.1,0
8.2,289,2.6,4.1,0
8.7,246,2.5,4.1,0
8.98,244,2.5,4.1,0
7.9,731,2.2,4.1,0
8.66,257,2.2,4.1,0
8.78,308,2.1,4.1,0
8.78,308,2.1,4.1,0
8.66,327,2,4.1,0
8.63,323,2,4.1,0
8.63,323,2,4.1,0
8.48,350,1.9,4.1,0
8.48,350,1.9,4.1,0
8.81,269,1.9,4.1,0
8.81,269,1.9,4.1,0
8.84,272,1,4.1,0
7.88,223,6.5,4,0
8.23,284,6.3,4,0
8.3,476,5.5,4,0
8.1,257,5.5,4,0
8.4,186,5.4,4,0
8.2,341,5.3,4,0
8.46,291,5.1,4,0
8.31,271,5.1,4,0
8.17,469,4.8,4,0
8.46,346,4.8,4,0
8.55,328,4.8,4,0
8.44,232,4.8,4,0
8.46,206,4.8,4,0
8.6,350,4.7,4,0
8.8,295,4.7,4,0
7.9,241,4.7,4,0
8.4,235,4.7,4,0
8.4,320,4.6,4,0
8.56,273,4.6,4,0
8.72,319,4.5,4,0
8.46,292,4.5,4,0
8.54,300,4.4,4,0
8.56,330,4.2,4,0
8.59,317,4.2,4,0
8.75,284,4.2,4,0
7.8,255,4.2,4,0
9.44,253,4.2,4,0
8.96,217,4.1,4,0
9.02,173,4.1,4,0
8.72,341,4,4,0
8.06,297,4,4,0
8.3,285,4,4,0
9.52,265,4,4,0
9.52,265,4,4,0
8.33,264,4,4,0
7.1,231,4,4,0
8.16,208,4,4,0
8.2,588,3.9,4,0
8,263,3.9,4,0
8,263,3.9,4,0
8.66,218,3.9,4,0
8.32,488,3.8,4,0
8.64,336,3.8,4,0
8.3,276,3.8,4,1
8.62,274,3.8,4,0
8.7,270,3.8,4,0
8.9,251,3.8,4,0
8.63,248,3.8,4,0
8.9,224,3.8,4,0
9.16,222,3.8,4,0
8.85,197,3.8,4,0
8.61,281,3.7,4,0
8.41,294,3.6,4,0
9.1,173,3.6,4,0
8.88,287,3.5,4,0
8.06,285,3.5,4,0
7.8,275,3.5,4,0
9.05,236,3.5,4,0
8.8,230,3.5,4,0
8.44,480,3.4,4,0
8.61,427,3.4,4,0
8.61,427,3.4,4,0
8.5,366,3.4,4,0
8.09,341,3.4,4,0
8.6,331,3.4,4,0
8.04,271,3.4,4,0
8.64,251,3.4,4,0
8.94,204,3.4,4,0
8.94,204,3.4,4,0
7.93,182,3.4,4,0
7.99,524,3.3,4,0
8.52,399,3.3,4,0
8.74,362,3.3,4,0
8.48,293,3.3,4,0
8.48,213,3.3,4,0
9.12,208,3.3,4,0
8.1,563,3.2,4,0
7.78,291,3.2,4,0
7.78,291,3.2,4,0
8.82,240,3.2,4,0
8.88,236,3.2,4,0
7.9,598,3.1,4,0
8.64,376,3.1,4,0
8.97,338,3.1,4,0
8.8,298,3.1,4,0
8.69,294,3.1,4,0
8.39,420,3,4,0
7.7,320,3,4,0
8.15,283,3,4,0
8.15,283,3,4,0
8.8,271,3,4,0
8.69,265,3,4,0
8.4,2740,2.9,4,0
